"term_level","term","subsetcount","totalcount","foldenrichment","pval","fdr","comp"
"NPC_class","4-pyrone derivatives",1,2,15.6272727272727,0.446159908961188,0.819689135068229,"ctrl_vs_sl1.up"
"NPC_class","Acyl phloroglucinols",1,2,15.6272727272727,0.446159908961188,0.819689135068229,"ctrl_vs_sl1.up"
"NPC_class","Agarofuran sesquiterpenoids",1,1,31.2545454545455,0.325521473289368,0.779278678480607,"ctrl_vs_sl1.up"
"NPC_class","Aminoacids",16,162,3.08686868686869,0.999832243123845,0.999832243123845,"ctrl_vs_sl1.up"
"NPC_class","Aminosugars",1,14,2.23246753246753,0.948377970826441,0.998958129270518,"ctrl_vs_sl1.up"
"NPC_class","Ansa macrolides",1,5,6.25090909090909,0.693548751488532,0.845118422428948,"ctrl_vs_sl1.up"
"NPC_class","Anthraquinones and anthrones",2,2,31.2545454545455,0.148835228508773,0.779278678480607,"ctrl_vs_sl1.up"
"NPC_class","Ascarosides",1,2,15.6272727272727,0.446159908961188,0.819689135068229,"ctrl_vs_sl1.up"
"NPC_class","Aspidosperma type",2,7,8.92987012987013,0.497325483007303,0.82838812935604,"ctrl_vs_sl1.up"
"NPC_class","Benzodiazepine alkaloids",1,1,31.2545454545455,0.325521473289368,0.779278678480607,"ctrl_vs_sl1.up"
"NPC_class","Carboline alkaloids",11,33,10.4181818181818,0.147317662555759,0.779278678480607,"ctrl_vs_sl1.up"
"NPC_class","Cardenolides",2,2,31.2545454545455,0.148835228508773,0.779278678480607,"ctrl_vs_sl1.up"
"NPC_class","Cephalosporins",3,7,13.3948051948052,0.258728511975157,0.779278678480607,"ctrl_vs_sl1.up"
"NPC_class","Ceramides",1,1,31.2545454545455,0.325521473289368,0.779278678480607,"ctrl_vs_sl1.up"
"NPC_class","Chalcones",3,6,15.6272727272727,0.20688384303593,0.779278678480607,"ctrl_vs_sl1.up"
"NPC_class","Cinnamic acids and derivatives",7,37,5.91302211302211,0.695350600732678,0.845118422428948,"ctrl_vs_sl1.up"
"NPC_class","Cyanogenic glycosides",1,2,15.6272727272727,0.446159908961188,0.819689135068229,"ctrl_vs_sl1.up"
"NPC_class","Cyclamides",4,9,13.8909090909091,0.189645337546293,0.779278678480607,"ctrl_vs_sl1.up"
"NPC_class","Cyclic peptides",8,31,8.06568914956012,0.395367744897165,0.819689135068229,"ctrl_vs_sl1.up"
"NPC_class","Cyclitols",1,6,5.20909090909091,0.748466224868163,0.869541643596836,"ctrl_vs_sl1.up"
"NPC_class","Cycloartane triterpenoids",1,3,10.4181818181818,0.54526813577866,0.82838812935604,"ctrl_vs_sl1.up"
"NPC_class","Dammarane and Protostane triterpenoids",1,1,31.2545454545455,0.325521473289368,0.779278678480607,"ctrl_vs_sl1.up"
"NPC_class","Depsides and depsidones",1,3,10.4181818181818,0.54526813577866,0.82838812935604,"ctrl_vs_sl1.up"
"NPC_class","Depsipeptides",8,21,11.9064935064935,0.130597773869852,0.779278678480607,"ctrl_vs_sl1.up"
