"term_level","term","subsetcount","totalcount","foldenrichment","pval","fdr","comp","label"
"NPC_class","Aminoacids",16,162,3.08686868686869,0.999832243123845,0.999832243123845,"ctrl_vs_sl1.up",""
"NPC_class","Aminosugars",1,14,2.23246753246753,0.948377970826441,0.998958129270518,"ctrl_vs_sl1.up",""
"NPC_class","Furofuranoid lignans",1,3,10.4181818181818,0.54526813577866,0.82838812935604,"ctrl_vs_sl1.up",""
"NPC_class","Glucosinolates",25,56,13.9529220779221,0.00259554123819788,0.205047757817633,"ctrl_vs_sl1.up","**"
"NPC_class","Isoquinoline alkaloids",4,6,20.8363636363636,0.0859129488443976,0.779278678480607,"ctrl_vs_sl1.up",""
"NPC_class","Monosaccharides",3,44,2.13099173553719,0.994409382938478,0.999832243123845,"ctrl_vs_sl1.up",""
"NPC_class","Oxygenated hydrocarbons",1,14,2.23246753246753,0.948377970826441,0.998958129270518,"ctrl_vs_sl1.up",""
"NPC_class","Quinazoline alkaloids",2,2,31.2545454545455,0.148835228508773,0.779278678480607,"ctrl_vs_sl1.up",""
"NPC_class","Simple phenolic acids",6,16,11.7204545454545,0.185736635734161,0.779278678480607,"ctrl_vs_sl1.up",""
"NPC_class","Taxane diterpenoids",3,3,31.2545454545455,0.074185727415083,0.779278678480607,"ctrl_vs_sl1.up",""
"NPC_class","Aminoacids",28,162,5.4020202020202,0.00337765249117241,0.148616709611586,"ctrl_vs_le1.up","**"
"NPC_class","Aminosugars",4,14,8.92987012987013,0.0679215769153911,0.426935626325316,"ctrl_vs_le1.up",""
"NPC_class","Furofuranoid lignans",2,3,20.8363636363636,0.0651909358286043,0.426935626325316,"ctrl_vs_le1.up",""
"NPC_class","Glucosinolates",7,56,3.90681818181818,0.321597024695536,0.590516548375037,"ctrl_vs_le1.up",""
"NPC_class","Monosaccharides",11,44,7.81363636363636,0.00715449892721497,0.157398976398729,"ctrl_vs_le1.up","**"
"NPC_class","Oxygenated hydrocarbons",4,14,8.92987012987013,0.0679215769153911,0.426935626325316,"ctrl_vs_le1.up",""
"NPC_class","Polysaccharides",2,2,31.2545454545455,0.0415017572766052,0.426935626325316,"ctrl_vs_le1.up","*"
"NPC_class","Quinazoline alkaloids",2,2,31.2545454545455,0.0415017572766052,0.426935626325316,"ctrl_vs_le1.up","*"
"NPC_class","Simple phenolic acids",4,16,7.81363636363636,0.0937711410506501,0.515741275778576,"ctrl_vs_le1.up",""
"NPC_superclass","Amino acid glycosides",30,68,13.7887700534759,0.00114277875587748,0.0445683714792218,"ctrl_vs_sl1.up","**"
"NPC_superclass","Diterpenoids",3,3,31.2545454545455,0.074185727415083,0.650529257025825,"ctrl_vs_sl1.up",""
"NPC_superclass","Fatty Acids and Conjugates",8,71,3.52163892445583,0.982006650696062,0.999979847329004,"ctrl_vs_sl1.up",""
"NPC_superclass","Oligopeptides",23,66,10.8917355371901,0.03520110655285,0.635028954867317,"ctrl_vs_sl1.up","*"
"NPC_superclass","Phenolic acids (C6-C1)",7,21,10.4181818181818,0.22153152738599,0.719977464004466,"ctrl_vs_sl1.up",""
"NPC_superclass","Saccharides",4,63,1.98441558441558,0.998997239835254,0.999979847329004,"ctrl_vs_sl1.up",""
"NPC_superclass","Small peptides",18,192,2.93011363636364,0.999979847329004,0.999979847329004,"ctrl_vs_sl1.up",""
"NPC_superclass","Triterpenoids",5,9,17.3636363636364,0.0877097040626903,0.650529257025825,"ctrl_vs_sl1.up",""
