structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScoreNormalized	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	1	0.118	0.118	-206.128	1.000	0.500	65.832	C6H9F3N2O3	[M - H]-	C6H8F3N2O3-	YLBGSOPXRRIQSR	InChI=1S/C6H9F3N2O3/c7-6(8,9)3-11(1-4(10)12)2-5(13)14/h1-3H2,(H2,10,12)(H,13,14)	2-[(2-Amino-2-oxoethyl)-(2,2,2-trifluoroethyl)amino]acetic acid	C(C(=O)N)N(CC(=O)O)CC(F)(F)F	-2.400	79258518	PUBCHEM:(79258518)	2	213.049	35	0.582	757860216243897565	757859799241976535	1545	
1	1	0.158	0.143	-119.918	0.999	0.997	92.020	C10H13N5O4	[M + Cl]-	C10H13ClN5O4-	OIRDTQYFTABQOQ	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)	Myocol	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	-1.844	42626774;154718023;101001971;21580289;21603567;58922336;162472571;136735805;6552084;6560357;136823423;6713976;53346513;53384930;155903793;163480442;23279550;5232242;23424823;118082104;129712279;129712291;134613125;163837056;163837057;134972038;22816614;22864552;69866322;7000182;7040251;7048607;102020621;102020622;162641906;101917632;101944188;101944189;135537873;6420052;59099798;5702004;59460532;146019214;146019216;146019221;140517471;89954368;100935583;100958904;70889269;10492175;638036;644174;148772457;148772458;122654941;165412833;151332114;153713228;71738110;71776184;54152452;123570113;131883911;131883912;121484514;121486812;24031035;11032861;11097670;11129405;139025871;10539954;10611929;10754484;10778501;10890867;10923602;10924111;59848323;10945502;10978491;123223819;191;21704;60961;96368;102198;160739;171798;447270;447916;448374;448378;450776;453548;466397;12358319;12358320;12358321;12358322;12358325;12358335;11807674;164669486;54732806;71056489;71313037;57483912;44400560;57636736;24773269	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000050 HMDB0014340 HMDB0247583);MiMeDB:(MMDBc0000015);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(52950385 32326 54732806 21704 644174 60961 102198 96368);SUPERNATURAL:(SN0266491);HSDB:(58-61-7 5536-17-4);MESH:(21704 60961 96368 102198 160739 447916);FooDB:(FDB003554);PUBCHEM:(42626774 154718023 101001971 21580289 21603567 58922336 162472571 136735805 6552084 6560357 136823423 6713976 53346513 53384930 155903793 163480442 23279550 5232242 23424823 118082104 129712279 129712291 134613125 163837056 163837057 134972038 22816614 22864552 69866322 7000182 7040251 7048607 102020621 102020622 162641906 101917632 101944188 101944189 135537873 6420052 59099798 5702004 59460532 146019214 146019216 146019221 140517471 89954368 100935583 100958904 70889269 10492175 638036 644174 148772457 148772458 122654941 165412833 151332114 153713228 71738110 71776184 54152452 123570113 131883911 131883912 121484514 121486812 24031035 11032861 11097670 11129405 139025871 10539954 10611929 10754484 10778501 10890867 10923602 10924111 59848323 10945502 10978491 123223819 191 21704 60961 96368 102198 160739 171798 447270 447916 448374 448378 450776 453548 466397 12358319 12358320 12358321 12358322 12358325 12358335 11807674 164669486 54732806 71056489 71313037 57483912 44400560 57636736 24773269);GNPS:(CCMSLIB00003135816 CCMSLIB00000084979 CCMSLIB00000578029);COCONUT:(CNP0216822);NORMAN:(NS00010570 NS00069703 NS00081931 NS00098759);METACYC:(ADENOSINE CPD-13918 CPD-8600 SMA-0000181);PLANTCYC:(ADENOSINE);CHEBI:(45327 9978 140569 93913 95180 16335 46515);KEGG:(C00212);DSSTox:(DTXSID101277970 DTXSID1022558 DTXSID10947210 DTXSID301289280 DTXSID30216758 DTXSID30859028 DTXSID80873976);LOTUS:(Q415107 Q105192710 Q190012 Q27165666 Q105192712);YMDB:(YMDB00058);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(OIRDTQYFTABQOQ-UHFFFAOYSA-N)	139443247998	302.066	35	0.582	757860225538479446	757859799392971489	1561	
1	1	0.585	0.585	-3.434	0.502	0.500	27.195	C3H7NO3	[M - H]-	C3H6NO3-	MTCFGRXMJLQNBG	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)	Serin	C(C(C(=O)O)N)O	-1.867	101132941;101132942;101209769;101390567;101390568;101472253;58618362;58618368;102601306;157526884;136738670;136749771;6857552;6857549;6857581;155679353;87278922;16213320;16219990;5460785;5460787;5460788;5460790;5460791;22803849;137249785;137262658;124202793;101592080;101738962;101749546;101755987;162642153;101996822;145705700;89944617;56630443;10313095;3401347;10351661;90704582;164185566;153693942;153700907;54089883;54089884;152743475;139194664;139194665;88683451;10796713;10820483;10844352;123213580;130346520;617;5951;71077;134039;450562;91093289;3714461;12041169;12219622;12219623;12219624;12219625;12219629;12219630;12219632;12219635;12219636;12219638;12219641;12219643;12219644;91475723;90477556;71308944;71309922;71310240;141159451	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000187 HMDB0003406);MiMeDB:(MMDBc0000061 MMDBc0000241);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(71077 5951 617 5460785);LIPIDMAPS:(LMFA01100045);SUPERNATURAL:(SN0234657);HSDB:(56-45-1);MESH:(617 5951);FooDB:(FDB012739);PUBCHEM:(101132941 101132942 101209769 101390567 101390568 101472253 58618362 58618368 102601306 157526884 136738670 136749771 6857552 6857549 6857581 155679353 87278922 16213320 16219990 5460785 5460787 5460788 5460790 5460791 22803849 137249785 137262658 124202793 101592080 101738962 101749546 101755987 162642153 101996822 145705700 89944617 56630443 10313095 3401347 10351661 90704582 164185566 153693942 153700907 54089883 54089884 152743475 139194664 139194665 88683451 10796713 10820483 10844352 123213580 130346520 617 5951 71077 134039 450562 91093289 3714461 12041169 12219622 12219623 12219624 12219625 12219629 12219630 12219632 12219635 12219636 12219638 12219641 12219643 12219644 91475723 90477556 71308944 71309922 71310240 141159451);GNPS:(CCMSLIB00000081779 CCMSLIB00000578101);COCONUT:(CNP0275512);NORMAN:(NS00002236 NS00068389 NS00079277);METACYC:(D-galactopyranose-6-phosphate D-SERINE E3-independent-Ubiquitin-E2-L-cysteine GlgE-Glycogen GLYCOSYLGLYCERIDES Man3-GlcNAc4-Xyl-Fuc3-Gal2-Proteins MOCS3-L-cysteine Non-alpha-amino-acids Phospholipids SMA-0000516 TAG-18-3-40-3s);PLANTCYC:(SER D-SERINE);CHEBI:(17822 33384 17115 32846 35243 16523 32840 35247 32836 32841 32837 32845);KEGG:(C00716 C00065 C00740);DSSTox:(DTXSID10585272 DTXSID301031857 DTXSID301318039 DTXSID30481020 DTXSID40583867 DTXSID501318566 DTXSID60883230 DTXSID70859325 DTXSID901001838 DTXSID9041021 DTXSID90481021 DTXSID90745716 DTXSID90850733);LOTUS:(Q183290 Q27077119 Q26997410);YMDB:(YMDB00112 YMDB00284);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(MTCFGRXMJLQNBG-UHFFFAOYSA-N)	141724949374	104.035	35	0.583	757860203325434845	757859799464274662	1587	
1	2	0.337	0.337	-86.215	0.066	0.250	26.283	C5H10N2O3	[M - H2O - H]-	C5H7N2O2-	AEFLONBTGZFSGQ	InChI=1S/C5H10N2O3/c6-3(5(7)10)1-2-4(8)9/h3H,1-2,6H2,(H2,7,10)(H,8,9)	4,5-Diamino-5-oxopentanoic acid	C(CC(=O)O)C(C(=O)N)N	-1.802	101152420;5288447;154487834;7015181;7019822;144802853;25203472;148548765;148549435;164697;445883;148248327;57998749	PUBCHEMANNOTATIONBIO:(null);NORMAN:(NS00069015);BloodExposome:(445883 164697);METACYC:(CPD-12296 ISOGLUTAMINE);CHEBI:(192480 21305 192481);KEGG:(C16673);MESH:(164697 445883);PUBCHEM:(101152420 5288447 154487834 7015181 7019822 144802853 25203472 148548765 148549435 164697 445883 148248327 57998749);DSSTox:(DTXSID80901304 DTXSID90415341);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	137493743974	127.051	35	0.587	757860205179318266	757859799543966443	1621	
1	1	0.072	0.065	-67.239	1.000	0.250	133.236	C5H8N2O2	[M + H2O - H]-	C5H9N2O3-	ZEKPSYOTHGXZST	InChI=1S/C5H8N2O2/c1-7-5(9)3-2-4(6)8/h1-3H2,(H2,6,8)	N'-methylidenebutanediamide	C=NC(=O)CCC(=O)N	0.100	142242684	PUBCHEM:(142242684)	2	145.062	35	0.587	757860191581377997	757859799619463920	1622	
1	1	0.037	0.037	-68.466	1.000	0.250	91.391	C4H6N2O2	[M + H2O - H]-	C4H7N2O3-	YDNMHDRXNOHCJH	InChI=1S/C4H6N2O2/c5-2-1-3(7)6-4(2)8/h2H,1,5H2,(H,6,7,8)	(2,5-Dioxopyrrolidin-3-yl)azanium	C1C(C(=O)NC1=O)N	-1.800	32017976;142461266;13373305;188987	PUBCHEMANNOTATIONBIO:(null);NORMAN:(NS00069950);MESH:(188987);PUBCHEM:(32017976 142461266 13373305 188987);DSSTox:(DTXSID40538594);PUBMED:(null)	137455992902	131.046	35	0.590	757860213756674403	757859799690767093	1631	
1	1	0.680	0.680	-3.462	0.739	0.333	31.267	C4H9NO3	[M - H]-	C4H8NO3-	AYFVYJQAPQTCCC	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)	L-Thr	CC(C(C(=O)O)N)O	-1.414	17757244;17757249;21725637;58618385;102602054;157268247;6971019;6971050;6995276;6995277;20831707;20831709;20849229;156087808;163358735;87214443;87698846;19884346;15556539;16217531;16217559;16217581;16220017;5460793;5460792;5460795;5460797;135043662;135071019;118099672;118099674;58203008;102009870;124202792;101770510;162642154;135705195;15341575;6399258;59373183;59373191;140533857;89944556;89945225;10486840;10486845;89059444;141740770;153694916;123687322;153278976;10582778;10725335;123274926;123356695;205;6288;69435;90624;99289;3548069;11768555;49818824;57189977;71309323;71309477;44229128;73824981;138112383;57616907;57616935;57616945	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000167 HMDB0004041 HMDB0250801);MiMeDB:(MMDBc0000053 MMDBc0030386 MMDBc0000601);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(205 90624 99289 69435 6288);SUPERNATURAL:(SN0018594);HSDB:(72-19-5);MESH:(6288);FooDB:(FDB004013 FDB011999);PUBCHEM:(17757244 17757249 21725637 58618385 102602054 157268247 6971019 6971050 6995276 6995277 20831707 20831709 20849229 156087808 163358735 87214443 87698846 19884346 15556539 16217531 16217559 16217581 16220017 5460793 5460792 5460795 5460797 135043662 135071019 118099672 118099674 58203008 102009870 124202792 101770510 162642154 135705195 15341575 6399258 59373183 59373191 140533857 89944556 89945225 10486840 10486845 89059444 141740770 153694916 123687322 153278976 10582778 10725335 123274926 123356695 205 6288 69435 90624 99289 3548069 11768555 49818824 57189977 71309323 71309477 44229128 73824981 138112383 57616907 57616935 57616945);GNPS:(CCMSLIB00000578041);COCONUT:(CNP0361197);NORMAN:(NS00001961 NS00078877 NS00079068 NS00101103);METACYC:(1-Linoleoyl-L-Phosphatidate CPD-10303 CPD-19787 CPDQT-385 CPDQT-386 CPDQT-387 CPDQT-388 CPDQT-394 CPDQT-395 D-THREONINE Glucosyl-Ceramides-II L-ALLO-THREONINE L-leucyl-L-lysyl-Protein PHB THR Tricarboxylates);PLANTCYC:(THR);CHEBI:(28718 32827 58585 57926 32820 32828 58645 32826 38263 16857 32822 16398 57757);KEGG:(C12317 C05519 C00188 C00820);DSSTox:(DTXSID001315048 DTXSID10183151 DTXSID2046412 DTXSID301015364 DTXSID301030659 DTXSID40179542 DTXSID40423239 DTXSID40584435 DTXSID70859087 DTXSID70893087 DTXSID801037448);LOTUS:(Q186521 Q44073885 Q27094610 Q27103859 Q27117433);YMDB:(YMDB00802 YMDB00295 YMDB00214);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(AYFVYJQAPQTCCC-UHFFFAOYSA-N)	139577465726	118.051	35	0.591	757860197453406266	757859799766264570	1637	
1	1	0.154	0.154	-80.474	1.000	0.994	30.665	C5H6F3NO2	[M - H]-	C5H5F3NO2-	MSWDOFHOUYPJGF	InChI=1S/C5H6F3NO2/c1-2-4(10)9-11-3-5(6,7)8/h2H,1,3H2,(H,9,10)	N-(2,2,2-trifluoroethoxy)prop-2-enamide	C=CC(=O)NOCC(F)(F)F	1.300	82714328	PUBCHEM:(82714328)	2	168.027	36	0.593	757860197344354305	757859799837567743	1691	
1	1	0.473	0.473	-89.198	0.999	0.333	22.045	C5H9NO4	[M - H2O - H]-	C5H6NO3-	WHUUTDBJXJRKMK	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)	L-Glu	C(CC(=O)O)C(C(=O)O)N	-1.324	42615584;101073736;101129201;101129202;21575125;14598502;4179667;102602046;4452358;161508770;161508771;161508772;161563496;136719364;136805843;87150909;87206355;50992608;5128032;5147171;16213329;16213424;16213454;16217561;5460297;5460299;5460543;5460544;51037437;51037438;51037439;51037440;129656111;129680450;134775857;4525487;124202791;102283420;102283421;102351656;162641744;56638524;56845125;56845930;56845948;139592947;10057642;10351852;10396980;133188389;89254549;153693928;153693955;153693956;153694003;153694054;153694057;153694058;153694077;153694078;153694112;153694939;153694942;153694943;153695667;153704695;153704696;153708572;153710583;153859038;153859043;54431527;54431528;131667875;131708707;131873974;121494059;166070227;139054390;10582905;88747398;10942598;88901897;611;23327;33032;104813;168158;450555;450602;46932125;91031500;91083019;91158404;12248489;12248490;12248491;12248492;12248499;12248500;12248502;12248503;91466291;11629711;11701061;117064483;117064484;11840951;90324386;90472821;71308417;71308849;71309035;71309130;71309247;71309316;71309505;71309806;71310326;44272391;57397101;57607968;57607970;57607971;57607976;57616920;132594196;132594197;138397024	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000148 HMDB0003339 HMDB0060475 HMDB0303331);MiMeDB:(MMDBc0000044 MMDBc0000233 MMDBc0049926);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(23669634 5460544 4525487 23696295 23666328 20625617 23672308 611 23676143 23327 167560 33032 5128032 14598502 104813 2723891 23689119 168185 5460299 11840951 5147171);SUPERNATURAL:(SN0410674);HSDB:(56-86-0 142-47-2);MESH:(611 23327 33032 104813 4525487 5128032 5147171 5460299 5460544 11840951 14598502);FooDB:(FDB010881 FDB012534 FDB012535 FDB012536 FDB020321 FDB020322 FDB023148);PUBCHEM:(42615584 101073736 101129201 101129202 21575125 14598502 4179667 102602046 4452358 161508770 161508771 161508772 161563496 136719364 136805843 87150909 87206355 50992608 5128032 5147171 16213329 16213424 16213454 16217561 5460297 5460299 5460543 5460544 51037437 51037438 51037439 51037440 129656111 129680450 134775857 4525487 124202791 102283420 102283421 102351656 162641744 56638524 56845125 56845930 56845948 139592947 10057642 10351852 10396980 133188389 89254549 153693928 153693955 153693956 153694003 153694054 153694057 153694058 153694077 153694078 153694112 153694939 153694942 153694943 153695667 153704695 153704696 153708572 153710583 153859038 153859043 54431527 54431528 131667875 131708707 131873974 121494059 166070227 139054390 10582905 88747398 10942598 88901897 611 23327 33032 104813 168158 450555 450602 46932125 91031500 91083019 91158404 12248489 12248490 12248491 12248492 12248499 12248500 12248502 12248503 91466291 11629711 11701061 117064483 117064484 11840951 90324386 90472821 71308417 71308849 71309035 71309130 71309247 71309316 71309505 71309806 71310326 44272391 57397101 57607968 57607970 57607971 57607976 57616920 132594196 132594197 138397024);GNPS:(CCMSLIB00003136450);COCONUT:(CNP0191057);NORMAN:(NS00079675 NS00083916 NS00078157 NS00101929 NS00083151 NS00008008 NS00085269 NS00090198 NS00103924 NS00068393 NS00102743 NS00095129 NS00084410 NS00103915 NS00083623 NS00087601 NS00081995 NS00079353 NS00085818 NS00086898 NS00103919);METACYC:(CPD1UA-10 D-GLT GLT SMA-0000119 SMA-0000465);PLANTCYC:(|Glutamates| GLT);CHEBI:(29985 16015 15966 29986 53374 53375 192079 29987 76051 18237 91250 14321 29988 29989 53373);KEGG:(C00217 C00025 C00302);DSSTox:(DTXSID0046987 DTXSID0047240 DTXSID00718658 DTXSID00894749 DTXSID00947486 DTXSID10201622 DTXSID1048675 DTXSID10609164 DTXSID10745490 DTXSID10904303 DTXSID201315375 DTXSID20219995 DTXSID20583941 DTXSID20718716 DTXSID3047714 DTXSID30482294 DTXSID4020905 DTXSID5020659 DTXSID5049239 DTXSID6044228 DTXSID6047155 DTXSID60583965 DTXSID60946854 DTXSID70186067 DTXSID70935774 DTXSID70980401 DTXSID80449110 DTXSID80911827 DTXSID80971062 DTXSID9020906 DTXSID90214659 DTXSID90482295 DTXSID90930645);LOTUS:(Q26995161 Q181136 Q27077040);YMDB:(YMDB00271);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(WHUUTDBJXJRKMK-UHFFFAOYSA-N)	139577465726	128.035	36	0.595	757860214725558942	757859800139557651	1729	
1	2	0.175	0.175	-251.494	0.229	0.313	32.034	C13H14F2N2O5	[M - H]-	C13H13F2N2O5-	CJBFHMKHWROICX	InChI=1S/C13H14F2N2O5/c1-16-11-7(14)4-6(5-8(11)15)12(20)17-9(13(21)22)2-3-10(18)19/h4-5,9,16H,2-3H2,1H3,(H,17,20)(H,18,19)(H,21,22)	2-[[3,5-Difluoro-4-(methylamino)benzoyl]amino]pentanedioic acid	CNC1=C(C=C(C=C1F)C(=O)NC(CCC(=O)O)C(=O)O)F	0.900	92164880;92271254;282793	PUBCHEM:(92164880 92271254 282793)	2	315.081	36	0.595	757860217330222632	757859800215055128	1732	
1	1	0.471	0.471	-90.233	0.999	0.200	66.055	C5H7NO3	[M + H2O - H]-	C5H8NO4-	ODHCTXKNWHHXJC	InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)	Pidolic Acid	C1CC(=O)NC1C(=O)O	-0.800	134081798;102601775;76973407;76973951;5289118;7043982;21226158;101602863;102268616;144688319;101958799;140883902;131698836;10534703;499;7405;439685;122222193;142689433;71309033;57536822	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000267);MiMeDB:(MMDBc0000509);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(7405 439685 499 23668602);SUPERNATURAL:(SN0262322);MESH:(499 7405);FooDB:(FDB006738 FDB014506);PUBCHEM:(134081798 102601775 76973407 76973951 5289118 7043982 21226158 101602863 102268616 144688319 101958799 140883902 131698836 10534703 499 7405 439685 122222193 142689433 71309033 57536822);COCONUT:(CNP0206174);NORMAN:(NS00088759 NS00080822 NS00006581 NS00091042 NS00085695 NS00085313 NS00088758 NS00088531 NS00078265 NS00081748);METACYC:(5-OXOPROLINE CPD-656 NRPS-Group);PLANTCYC:(5-OXOPROLINE);CHEBI:(58402 16010 57606 57948 18183 16924);KEGG:(C02237 C01879);DSSTox:(DTXSID10193432 DTXSID20191929 DTXSID20885432 DTXSID40197423 DTXSID40959462 DTXSID50183074 DTXSID50218875 DTXSID6046260 DTXSID60948398 DTXSID80859174);LOTUS:(Q60998677 Q421383 Q27887010);YMDB:(YMDB00107);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(ODHCTXKNWHHXJC-UHFFFAOYSA-N)	139443243390	146.046	36	0.597	757860192541874027	757859800298941213	1747	
1	1	0.094	0.094	-82.568	0.984	0.333	17.052	C5H9NO4	[M - CO2 - H]-	C4H8NO2-	LNLZCVZQPDWDLH	InChI=1S/C5H9NO4/c6-4(5(7)8)2-1-3-10-9/h1-2,4,9H,3,6H2,(H,7,8)	2-amino-5-hydroperoxy(513C)pent-3-enoic acid	C(C=CC(C(=O)O)N)OO	-3.500	59069843;91161870	PUBCHEM:(59069843 91161870)	2	102.056	36	0.597	757860204659224212	757859800370244386	1748	
1	1	0.021	0.021	-259.125	0.999	0.997	34.213	C9H12ClN3O4S2	[M - H]-	C9H11ClN3O4S2-	FCFJTSGCSPFLLX	InChI=1S/C9H12ClN3O4S2/c10-9-7(13(14)15)3-8(18-9)19(16,17)12-5-6-1-2-11-4-6/h3,6,11-12H,1-2,4-5H2	5-chloro-4-nitro-N-(pyrrolidin-3-ylmethyl)thiophene-2-sulfonamide	C1CNCC1CNS(=O)(=O)C2=CC(=C(S2)Cl)[N+](=O)[O-]	1.700	80746778	PUBCHEM:(80746778)	2	323.988	36	0.604	757860229812477486	757859800517045036	1794	
1	3	0.318	0.318	-175.205	0.010	0.002	32.764	C11H16N2O7S	[M - H]-	C11H15N2O7S-	IRVISUNJSVXYQC	InChI=1S/C11H16N2O7S/c14-5-1-2-6(9(17)18)12-11(21)13-7(10(19)20)3-4-8(15)16/h5-7H,1-4H2,(H,15,16)(H,17,18)(H,19,20)(H2,12,13,21)	(2S)-2-[[(1S)-1-carboxy-4-oxobutyl]carbamothioylamino]pentanedioic acid	C(CC(C(=O)O)NC(=S)NC(CCC(=O)O)C(=O)O)C=O	-1.100	89304835	PUBCHEM:(89304835)	2	319.058	36	0.605	757860211445611498	757859800441547559	1793	
1	1	0.170	0.170	-51.424	1.000	1.000	91.580	C4H9NO3S	[M - H]-	C4H8NO3S-	XZGLXNXHIMYJCM	InChI=1S/C4H9NO3S/c1-5-3-2-4-9(6,7)8/h1-4H2,(H,6,7,8)	3-(Methylideneamino)propane-1-sulfonic acid	C=NCCCS(=O)(=O)O	0.600	149314608	PUBCHEM:(149314608)	2	150.023	37	0.614	757860200783685156	757859800663845686	1836	
1	1	0.777	0.770	-11.846	1.000	1.000	90.649	C4H7NO4	[M - H]-	C4H6NO4-	CKLJMWTZIZZHCS	InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)	L-Asp	C(C(C(=O)O)N)C(=O)O	-1.773	149917170;21725660;21725661;4083066;4124657;162394692;157607051;155601999;156022690;156028058;155679355;155926125;87436032;15939608;5247115;16212100;16213422;16213451;16213452;16217560;16217270;23443619;5460294;5460295;5460540;5460541;5460542;51038521;51038522;51038523;154026685;53725850;53725851;53725854;53725855;129695553;4519554;58214776;58214777;162642155;135705196;119057279;119075971;70701347;91872969;25240784;25241352;25241353;10290822;10329332;10351755;133188414;12598255;164179793;153694035;153695542;153693909;153693913;153693915;153694034;153694062;153694063;153694817;153694906;153694931;153695629;153695630;153695690;153695691;153695701;153695702;153704682;153704679;153704680;153704681;153704683;153704684;153704685;153704686;153704687;153704688;153859032;153859034;131885152;11083931;11309534;139060126;139148725;10558662;10630526;424;5960;83887;450566;450604;46932124;12049686;12308664;12308665;12308669;12308671;12308673;12308674;12308675;91451713;117064490;90476139;71308907;71308911;71308912;71309134;71309148;71309340;71310325;57397078;44367445;141159450;57608697	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000191 HMDB0006483);MiMeDB:(MMDBc0000063 MMDBc0000256);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(86590683 6454950 21806 12774278 10219655 5960 23679051 23672742 16218492 5460541 30465 83887 5460294 119638 23672344 424 44153776 26387 88619861 23676147 11593581 90470772);SUPERNATURAL:(SN0048168);HSDB:(56-84-8);MESH:(424 5960 83887 5460294 5460541);FooDB:(FDB012567 FDB023933);PUBCHEM:(149917170 21725660 21725661 4083066 4124657 162394692 157607051 155601999 156022690 156028058 155679355 155926125 87436032 15939608 5247115 16212100 16213422 16213451 16213452 16217560 16217270 23443619 5460294 5460295 5460540 5460541 5460542 51038521 51038522 51038523 154026685 53725850 53725851 53725854 53725855 129695553 4519554 58214776 58214777 162642155 135705196 119057279 119075971 70701347 91872969 25240784 25241352 25241353 10290822 10329332 10351755 133188414 12598255 164179793 153694035 153695542 153693909 153693913 153693915 153694034 153694062 153694063 153694817 153694906 153694931 153695629 153695630 153695690 153695691 153695701 153695702 153704682 153704679 153704680 153704681 153704683 153704684 153704685 153704686 153704687 153704688 153859032 153859034 131885152 11083931 11309534 139060126 139148725 10558662 10630526 424 5960 83887 450566 450604 46932124 12049686 12308664 12308665 12308669 12308671 12308673 12308674 12308675 91451713 117064490 90476139 71308907 71308911 71308912 71309134 71309148 71309340 71310325 57397078 44367445 141159450 57608697);COCONUT:(CNP0141839);NORMAN:(NS00080939 NS00085802 NS00086703 NS00084991 NS00081632 NS00089968 NS00001096 NS00087056 NS00084475);METACYC:(CPD-302 L-ASPARTATE SMA-0000135);PLANTCYC:(L-ASPARTATE);CHEBI:(176631 17364 177910 35391 192076 29991 176632 22660 29990 176633 176585 29995 31337 29993 17053 29994);KEGG:(C00049 C00402 C16433);DSSTox:(DTXSID001319264 DTXSID00437812 DTXSID00584951 DTXSID00677377 DTXSID00950930 DTXSID10747055 DTXSID2029585 DTXSID2045650 DTXSID30487204 DTXSID30859003 DTXSID401021780 DTXSID40583963 DTXSID501014348 DTXSID50503915 DTXSID50746143 DTXSID50891147 DTXSID50966465 DTXSID60186056 DTXSID60583940 DTXSID60908654 DTXSID7022621 DTXSID70273966 DTXSID70487203 DTXSID70584443 DTXSID80432507 DTXSID80583962 DTXSID9020904 DTXSID90487205 DTXSID90941993);LOTUS:(Q27109481 Q178450 Q27076990);YMDB:(YMDB00896);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(CKLJMWTZIZZHCS-UHFFFAOYSA-N)	139577461630	132.030	37	0.617	757860195859570046	757859800735148859	1883	
1	1	0.037	0.037	-94.214	1.000	0.500	77.255	C5H8F3NO3S	[M - H]-	C5H7F3NO3S-	BYSXPNLVODBAOA	InChI=1S/C5H8F3NO3S/c6-5(7,8)1-2-13(11,12)3-4(9)10/h1-3H2,(H2,9,10)	2-(3,3,3-Trifluoropropylsulfonyl)acetamide	C(CS(=O)(=O)CC(=O)N)C(F)(F)F	0.000	87340113	PUBCHEM:(87340113)	2	218.010	37	0.617	757860204847967986	757859800806452032	1887	
1	1	0.107	0.107	-49.529	0.999	0.318	44.112	C7H18NO6P	[M + C2H4O2 - H]-	C9H21NO8P-	CTYQGKVBKGRPOZ	InChI=1S/C7H18NO6P/c1-8(2,3)4-5-13-15(11,12)14-6-7(9)10/h7,9-10H,4-6H2,1-3H3/p+1	2,2-Dihydroxyethyl 2-(trimethylazaniumyl)ethyl phosphate	C[N+](C)(C)CCOP(=O)(O)OCC(O)O	-2.200	58939340;58939341	PUBCHEM:(58939340 58939341)	2	302.101	37	0.617	757860219498678533	757859800877755205	1891	
